"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2006"	"2006"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	13	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	11	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	13	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	78	4628981	1.7
	"Alabama"	"01"	"2006"	"2006"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	10	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Cardiac arrest, unspecified"	"I46.9"	41	4628981	0.9
	"Alabama"	"01"	"2006"	"2006"	"Cardiomegaly"	"I51.7"	15	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Bronchopneumonia, unspecified"	"J18.0"	10	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"4-Aminophenol derivatives"	"T39.1"	11	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Other opioids"	"T40.2"	49	4628981	1.1
	"Alabama"	"01"	"2006"	"2006"	"Methadone"	"T40.3"	65	4628981	1.4
	"Alabama"	"01"	"2006"	"2006"	"Other synthetic narcotics"	"T40.4"	22	4628981	0.5
	"Alabama"	"01"	"2006"	"2006"	"Cocaine"	"T40.5"	45	4628981	1.0
	"Alabama"	"01"	"2006"	"2006"	"Benzodiazepines"	"T42.4"	47	4628981	1.0
	"Alabama"	"01"	"2006"	"2006"	"Other and unspecified antidepressants"	"T43.2"	17	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Antiallergic and antiemetic drugs"	"T45.0"	11	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	260	4628981	5.6
	"Alabama"	"01"	"2006"	"2006"	"Ethanol"	"T51.0"	11	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	84	4628981	1.8
	"Alabama"	"01"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	218	4628981	4.7
	"Alabama"	"01"	"2006"	"2006"	"Accidental poisoning by and exposure to alcohol"	"X45"	10	4628981	Unreliable
	"Alabama"	"01"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	30	4628981	0.6
	"Alabama"	"01"	"2006"	"2006"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	33	4628981	0.7
	"Alabama"	"01"	"2007"	"2007"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	16	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	12	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	73	4672840	1.6
	"Alabama"	"01"	"2007"	"2007"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	15	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Essential (primary) hypertension"	"I10"	12	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Cardiac arrest, unspecified"	"I46.9"	42	4672840	0.9
	"Alabama"	"01"	"2007"	"2007"	"Cardiomegaly"	"I51.7"	11	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Respiratory failure, unspecified"	"J96.9"	15	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"4-Aminophenol derivatives"	"T39.1"	13	4672840	Unreliable
	"Alabama"	"01"	"2007"	"2007"	"Other opioids"	"T40.2"	66	4672840	1.4
	"Alabama"	"01"	"2007"	"2007"	"Methadone"	"T40.3"	86	4672840	1.8
	"Alabama"	"01"	"2007"	"2007"	"Other synthetic narcotics"	"T40.4"	21	4672840	0.4
	"Alabama"	"01"	"2007"	"2007"	"Cocaine"	"T40.5"	30	4672840	0.6
	"Alabama"	"01"	"2007"	"2007"	"Benzodiazepines"	"T42.4"	43	4672840	0.9
	"Alabama"	"01"	"2007"	"2007"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	16	4672840	Unreliable
